"geoid","census_mortgage_status_001_total_per","census_race_010_two_races_excluding_some_other_race_and_three_or_more_races","census_race_005_asian_alone_per","census_race_006_native_hawaiian_and_other_pacific_islander_alone","census_race_007_some_other_race_alone","census_mortgage_status_002_housing_units_with_a_mortgage_contract_to_purchase_or_similar_debt","census_name","census_race_004_american_indian_and_alaska_native_alone_per","census_race_006_native_hawaiian_and_other_pacific_islander_alone_per","census_mortgage_status_007_no_second_mortgage_and_no_home_equity_loan_per","census_mortgage_status_008_housing_units_without_a_mortgage_per","census_mortgage_status_006_both_second_mortgage_and_home_equity_loan","census_race_010_two_races_excluding_some_other_race_and_three_or_more_races_per","census_race_003_black_or_african_american_alone","census_race_008_two_or_more_races_per","census_mortgage_status_007_no_second_mortgage_and_no_home_equity_loan","census_race_008_two_or_more_races","census_race_009_two_races_including_some_other_race","census_mortgage_status_003_with_either_a_second_mortgage_or_home_equity_loan_but_not_both_per","census_race_001_total_per","census_mortgage_status_001_total","census_race_001_total","census_mortgage_status_002_housing_units_with_a_mortgage_contract_to_purchase_or_similar_debt_per","census_median_contract_001_median_contract_rent_per","census_race_005_asian_alone","census_mortgage_status_005_home_equity_loan_only_per","census_race_003_black_or_african_american_alone_per","census_mortgage_status_006_both_second_mortgage_and_home_equity_loan_per","census_mortgage_status_004_second_mortgage_only","census_race_004_american_indian_and_alaska_native_alone","census_race_007_some_other_race_alone_per","census_race_002_white_alone_per","census_race_002_white_alone","census_mortgage_status_004_second_mortgage_only_per","census_mortgage_status_008_housing_units_without_a_mortgage","census_mortgage_status_005_home_equity_loan_only","census_race_009_two_races_including_some_other_race_per","census_mortgage_status_003_with_either_a_second_mortgage_or_home_equity_loan_but_not_both","median_rent","population","case_number","longitude","latitude","councildis","precinctid","reviewer","hearing_date","location","mva_cluster","mva_code","hdlc","ncdc","ncdc_adjusted","vacant_lot","vacant_lot_code","market_assessment","market_code","roof","roof_code","exterior","exterior_code","foundation","foundation_code","overall_condition","overall_condition_code","character","character_code","abatement_recommendation","recommendation_code","reviewer_notes","zipcode","geopin","xpos","ypos","potential_error_in_lot_status","potential_error_in_market_status","vacant_lot_revised_code"
"14000US22071001747",0.317136285221392,0,0.204140310523289,0,0,736,"Census Tract 17.47, Orleans, LA",0,0,0.159861989649224,0.105520414031052,0,0,2676,0,556,0,0,0.0517538815411156,1,1103,3478,0.211615871190339,0.354801610120759,710,0.0347901092581944,0.769407705577918,0,59,0,0,0.0264519838987924,92,0.0169637722829212,367,121,0,180,1234,3478,"CEHB-11-4569",-89.9687686124525,30.0355863362008,"E","9-44M","Demo",2013-10-03,"5805 E Deer Park Blvd","C",3,0,0,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"VACANT LOT",70127,41113910,3712597.279,561004.6349,"0","0",1
"14000US22071000607",0.374830116879587,114,0,0,0,879,"Census Tract 6.07, Orleans, LA",0,0,0.181027453112259,0.135906496330525,0,0.0309866811633596,1454,0.0366947540092416,666,135,21,0.0578961674368035,1,1379,3679,0.238923620549062,0.344387061701549,0,0.0369665670019027,0.395216091329166,0,77,0,0,0.568089154661593,2090,0.0209296004349008,500,136,0.00570807284588203,213,1267,3679,"13-02960-PNBL",-89.9935725967148,29.9217564702549,"C","15-17","Demo",2013-09-23,"5866 Rhodes Ave","C",3,0,0,0,NA,NA,"Moderately Weak",3,"Good",1,"Fair",2,"Good",1,"Good",1,1,1,"sell",1,"",70131,41134379,3705233.355,519519.4514,"0","0",NA
"14000US22071005603",0.259340659340659,0,0.00659340659340659,0,0,211,"Census Tract 56.03, Orleans, LA",0,0,0.123809523809524,0.104761904761905,6,0,101,0,169,0,0,0.0263736263736264,1,354,1365,0.154578754578755,0.882783882783883,9,0.0124542124542125,0.073992673992674,0.0043956043956044,19,0,0,0.919413919413919,1255,0.0139194139194139,143,17,0,36,1205,1365,"13-07277-PNBL",-90.1127379819957,29.9985264303444,"A","4-15","JN",2013-10-31,"5951 Milne Blvd","C",3,0,0,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"BAD ADDRESS",70124,41011471,3667189.099,547014.2538,"0","0",1
"14000US22071000607",0.374830116879587,114,0,0,0,879,"Census Tract 6.07, Orleans, LA",0,0,0.181027453112259,0.135906496330525,0,0.0309866811633596,1454,0.0366947540092416,666,135,21,0.0578961674368035,1,1379,3679,0.238923620549062,0.344387061701549,0,0.0369665670019027,0.395216091329166,0,77,0,0,0.568089154661593,2090,0.0209296004349008,500,136,0.00570807284588203,213,1267,3679,"13-07274-PNBL",-89.9864546876212,29.9220818585621,"C","15-16","Demo",2013-10-31,"6311 Oxford St","C",3,0,0,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70131,41130278,3707486.622,519664.2056,"0","0",1
"14000US22071007606",0.257728603970062,9,0.0354702245362838,0,46,498,"Census Tract 76.06, Orleans, LA",0,0,0.158477058249268,0.0956719817767654,0,0.00292873413602343,305,0.0283110966482265,487,87,78,0.00357956394402864,1,792,3073,0.162056622193296,0.311096648226489,109,0.00357956394402864,0.099251545720794,0,0,0,0.0149690855841198,0.821998047510576,2526,0,294,11,0.0253823625122031,11,956,3073,"CEHB-12-1054",-90.1215764929038,30.0102134724759,"A","17-19","JN",2013-10-31,"6492 Bellaire Dr","C",3,0,0,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"VIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAIDVIOLATIONS ABATED
LEINS PAID",70124,41024491,3664346.601,551234.4522,"0","0",1
"14000US22071007606",0.257728603970062,9,0.0354702245362838,0,46,498,"Census Tract 76.06, Orleans, LA",0,0,0.158477058249268,0.0956719817767654,0,0.00292873413602343,305,0.0283110966482265,487,87,78,0.00357956394402864,1,792,3073,0.162056622193296,0.311096648226489,109,0.00357956394402864,0.099251545720794,0,0,0,0.0149690855841198,0.821998047510576,2526,0,294,11,0.0253823625122031,11,956,3073,"13-06426-PNBL",-90.1156502437226,30.0113715880187,"A","17-19","DG",2013-10-08,"6540 Pontchartrain Blvd","C",3,0,0,0,0,0,"Moderately Strong",2,"Fair",2,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"Occupied Dwelling.",70124,41026396,3666217.675,551675.4739,"0","0",0
"14000US22071007606",0.257728603970062,9,0.0354702245362838,0,46,498,"Census Tract 76.06, Orleans, LA",0,0,0.158477058249268,0.0956719817767654,0,0.00292873413602343,305,0.0283110966482265,487,87,78,0.00357956394402864,1,792,3073,0.162056622193296,0.311096648226489,109,0.00357956394402864,0.099251545720794,0,0,0,0.0149690855841198,0.821998047510576,2526,0,294,11,0.0253823625122031,11,956,3073,"12-10672-PNBL",-90.1212395204465,30.0141557545811,"A","17-20","Demo",2013-09-24,"6680 Bellaire Dr","C",3,0,0,0,NA,NA,"Moderately Strong",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70124,41195144,3664438.082,552669.1584,"0","0",NA
"14000US22071001740",0.208658444500378,153,0.00604077523282155,0,122,584,"Census Tract 17.40, Orleans, LA",0,0,0.128114774729424,0.0616662471683866,0,0.0385099421092374,3583,0.0430405235338535,509,171,18,0.0188774226025673,1,829,3973,0.146992197331991,0.177699471432167,24,0.0166121318902593,0.90183740246665,0,9,0,0.0307072741001762,0.0183740246664989,73,0.00226529071230808,245,66,0.00453058142461616,75,706,3973,"CEHB-11-3447",-89.9540513495654,30.0563140234828,"E","9-44Q","DG",2013-10-10,"7241 Wayside Dr","C",3,0,0,0,1,1,"Moderately Strong",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"Fees have been paid.",70128,41102492,3717163.036,568597.7562,"0","0",1
"14000US22071001725",0.144542772861357,0,0,0,159,518,"Census Tract 17.25, Orleans, LA",0,0,0.0799930591705709,0.0546590317542946,0,0,5463,0.00242929030019087,461,14,14,0.00989068193649141,1,833,5763,0.0898837411070623,0.133090404303314,0,0.00242929030019087,0.947943779281624,0,43,0,0.0275897969807392,0.0220371334374458,127,0.00746139163630054,315,14,0.00242929030019087,57,767,5763,"12-09757-PNBL",-90.0022695612035,30.0354026156193,"E","9-43G","JN",2013-10-10,"7449 Primrose Dr","C",3,0,0,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"VACANT LOT",70126,41095347,3701998.453,560813.1466,"0","0",1
"14000US22071001745",0.225496091401082,0,0.000601322910402886,0,167,472,"Census Tract 17.45, Orleans, LA",0.00180396873120866,0,0.133193024654239,0.0835838845460012,0,0,2973,0,443,0,0,0.00871918220084185,1,750,3326,0.141912206855081,0.228803367408298,2,0.00871918220084185,0.893866506313891,0,0,6,0.050210463018641,0.0535177390258569,178,0,278,29,0,29,761,3326,"12-10952-PNBL",-89.961663578727,30.0562565015388,"E","9-44E","DG",2013-10-24,"7610 Branch Dr","C",3,0,0,0,0,0,"Moderately Strong",2,"Good",1,"Good",1,"Good",1,"Good",1,1,1,"sell",1,"",70128,41102569,3714755.307,568547.9332,"0","0",0
"14000US22071009600",0.241071428571429,3,0.00480769230769231,0,0,220,"Census Tract 96, Orleans, LA",0,0,0.129807692307692,0.0899725274725275,0,0.00206043956043956,478,0.00206043956043956,189,3,0,0.0212912087912088,1,351,1456,0.151098901098901,0.501373626373626,7,0.00206043956043956,0.328296703296703,0,28,0,0,0.664835164835165,968,0.0192307692307692,131,3,0,31,730,1456,"13-04697-PNBL",-90.0904342446449,29.9194939628783,"B","12-2","JN",2013-09-12,"805-807 Foucher St","C",3,0,1,1,NA,NA,"Moderately Strong",2,NA,NA,"Good",1,"Good",1,"Good",1,1,1,"sell",1,"",70115,41044286,3674560.375,518350.9452,"0","0",NA
"14000US22071013000",0.14366373902133,0,0,0,9,81,"Census Tract 130, Orleans, LA",0,0,0.0357590966122961,0.0928481806775408,0,0,959,0,57,0,0,0.0150564617314931,1,229,1594,0.0508155583437892,0.411543287327478,0,0.0131744040150565,0.601631116687578,0,3,0,0.00564617314930991,0.392722710163112,626,0.00188205771643664,148,21,0,24,656,1594,"12-08642-PNBL",-90.1276533838313,29.9536904274972,"A","17-5","Demo",2013-09-17,"8337-8339 Hickory St","C",3,0,1,1,NA,NA,"Moderately Strong",2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"sell",1,"Dwelling has been demolished.",70118,41131684,3662639.649,530660.1082,"0","0",NA
"14000US22071001745",0.225496091401082,0,0.000601322910402886,0,167,472,"Census Tract 17.45, Orleans, LA",0.00180396873120866,0,0.133193024654239,0.0835838845460012,0,0,2973,0,443,0,0,0.00871918220084185,1,750,3326,0.141912206855081,0.228803367408298,2,0.00871918220084185,0.893866506313891,0,0,6,0.050210463018641,0.0535177390258569,178,0,278,29,0,29,761,3326,"12-09191-PNBL",-89.9722772311157,30.0553121841177,"E","9-44D","Demo",2013-10-14,"11600 Hayne Blvd/40139 Unity Dr","D",4,0,0,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"VACANT LOT",70128,41196389,3711401.96,568164.5065,"0","0",1
"14000US22071004000",0.16045197740113,5,0,0,30,33,"Census Tract 40, Orleans, LA",0.00395480225988701,0,0.0186440677966102,0.14180790960452,0,0.00282485875706215,1286,0.00282485875706215,33,5,0,0,1,284,1770,0.0186440677966102,0.310169491525424,0,0,0.726553672316384,0,0,7,0.0169491525423729,0.249717514124294,442,0,251,0,0,0,549,1770,"12-11578-PNBL",-90.0744839773255,29.9719553704166,"D","6-6","DG",2013-07-25,"1224-1226 N Miro St","D",4,1,1,0,NA,NA,"Moderately Strong",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70119,41016445,3679403.334,537482.9909,"0","0",NA
"14000US22071014000",0.0411149825783972,8,0,0,0,23,"Census Tract 140, Orleans, LA",0.00278745644599303,0,0.0160278745644599,0.0250871080139373,0,0.00557491289198606,1342,0.00557491289198606,23,8,0,0,1,59,1435,0.0160278745644599,0.189547038327526,0,0,0.935191637630662,0,0,4,0,0.0564459930313589,81,0,36,0,0,0,272,1435,"13-01360-PNBL",-90.0790552366578,29.943253922982,"B","2-3","Demo",2013-10-31,"1235-1237-1239 S Rampart St","D",4,0,1,1,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70113,41135619,3678070.311,527030.2011,"0","0",1
"14000US22071000604",0.165173922099563,35,0.00958133722141221,0,103,556,"Census Tract 6.04, Orleans, LA",0,0,0.113518017079775,0.0493647156842325,0,0.00729014788585711,4097,0.00729014788585711,545,35,0,0.00229118933555509,1,793,4801,0.11580920641533,0.162882732764007,46,0.00229118933555509,0.853363882524474,0,0,0,0.0214538637783795,0.108310768589877,520,0,237,11,0,11,782,4801,"CEHB-11-2772",-90.0155428130628,29.9328336368634,"C","15-14","AW",2013-09-05,"1311001 Mercedes Blvd","D",4,0,0,0,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"CNAP",0,41143328,3698227.768,523466.778,"0","0",1
"14000US22071003400",0.0870736086175943,0,0,0,11,57,"Census Tract 34, Orleans, LA",0,0,0.0511669658886894,0.0359066427289048,0,0,794,0,57,0,0,0,1,97,1114,0.0511669658886894,0.573608617594255,0,0,0.712746858168761,0,0,0,0.00987432675044883,0.27737881508079,309,0,40,0,0,0,639,1114,"CEHB-12-1839",-90.0641718719376,29.9686062144171,"C","7-2","Demo",2013-10-07,"1476 Marais St","D",4,1,1,0,0,0,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"sell",1,"REMODEL/OCCUPIED",70116,41067739,3682681.653,536301.1274,"0","0",0
"14000US22071003304",0.166539923954373,3,0,0,0,113,"Census Tract 33.04, Orleans, LA",0.00608365019011407,0,0.0714828897338403,0.0806083650190114,0,0.00228136882129278,1166,0.00228136882129278,94,3,0,0.0144486692015209,1,219,1315,0.0859315589353612,0.412927756653992,0,0,0.886692015209125,0,19,8,0,0.104942965779468,138,0.0144486692015209,106,0,0,19,543,1315,"12-08289-PNBL",-90.0695936798748,30.0144995556312,"D","7-35","AW",2013-07-25,"5508 Warrington Dr","E",5,0,0,0,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70122,41084688,3680780.985,552970.7546,"0","0",NA
"14000US22071004401",0.125538020086083,0,0,0,9,39,"Census Tract 44.01, Orleans, LA",0,0,0.0279770444763271,0.0975609756097561,0,0,1321,0,39,0,0,0,1,175,1394,0.0279770444763271,0.384505021520803,0,0,0.947632711621234,0,0,0,0.00645624103299857,0.0459110473457676,64,0,136,0,0,0,536,1394,"13-00760-PNBL",-90.0787124290204,29.9710158812535,"D","5-7","Demo",2013-07-25,"925 N Rocheblave St","F",6,1,1,0,NA,NA,"Moderately Weak",3,NA,NA,"Poor",3,"Fair",2,"Poor",3,NA,NA,"demolish",0,"",70119,41016609,3678068.339,537126.6739,"0","0",NA
"14000US22071001401",0.209954751131222,0,0,0,56,64,"Census Tract 14.01, Orleans, LA",0.000904977375565611,0,0.0579185520361991,0.152036199095023,0,0,1037,0,64,0,0,0,1,232,1105,0.0579185520361991,0.563800904977376,0,0,0.938461538461538,0,0,1,0.0506787330316742,0.00995475113122172,11,0,168,0,0,0,623,1105,"12-11914-PNBL",-90.0417415899046,29.9838014535676,"D","9-25","Demo",2013-07-25,"2963-2965 Law St","G",7,0,1,1,NA,NA,"Very Weak",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70117,41065441,3689721.06,541906.0339,"0","0",NA
"14000US22071004401",0.125538020086083,0,0,0,9,39,"Census Tract 44.01, Orleans, LA",0,0,0.0279770444763271,0.0975609756097561,0,0,1321,0,39,0,0,0,1,175,1394,0.0279770444763271,0.384505021520803,0,0,0.947632711621234,0,0,0,0.00645624103299857,0.0459110473457676,64,0,136,0,0,0,536,1394,"13-00761-PNBL",-90.0785045082912,29.9707134705149,"D","5-7","DG",2013-07-25,"922 N Rocheblave St","G",7,1,1,0,NA,NA,"Moderately Weak",3,NA,NA,"Poor",3,NA,NA,"Poor",3,0,0,"demolish",0,"",70119,41016607,3678135.372,537017.4267,"0","0",NA
"14000US22071013700",0.153592978606692,0,0,0,0,123,"Census Tract 137, Orleans, LA",0,0,0.0608886450905101,0.086121777290181,0,0,1768,0,111,0,0,0.0065825562260011,1,280,1823,0.0674712013165112,0.145913329676358,0,0.0065825562260011,0.969829950630828,0,0,0,0,0.0301700493691717,55,0,157,12,0,12,266,1823,"13-03793-PNBL",-90.0370231972905,29.9874323342676,"D","9-28E","DG",2013-07-25,"2921 Metropolitan St","H",8,0,0,0,NA,NA,"Very Weak",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70126,41090472,3691199.792,543243.2251,"0","0",NA
"14000US22071003303",0.227888960619755,20,0.0303421562298257,0,25,125,"Census Tract 33.03, Orleans, LA",0.00322788896061975,0,0.0632666236281472,0.147191736604261,0,0.012911555842479,1200,0.012911555842479,98,20,0,0.0174306003873467,1,353,1549,0.0806972240154939,0.45255003227889,47,0.00645577792123951,0.774693350548741,0,17,5,0.0161394448030988,0.162685603615236,252,0.0109748224661072,228,10,0,27,701,1549,"12-12230-PNBL",-90.0628222506882,30.0180897154929,"D","7-37","AW",2013-07-29,"5741 Pasteur Blvd","D",4,0,0,0,NA,NA,"Moderately Strong",2,NA,NA,"Poor",3,"Poor",3,"Poor",3,NA,NA,"demolish",0,"",70122,41082553,3682909.44,554299.9777,"0","0",NA
"14000US22071013200",0.167455876022385,0,0,0,1,209,"Census Tract 132, Orleans, LA",0,0,0.0761945759793371,0.0774860094705123,0,0,1581,0,177,0,0,0.0137752905725355,1,389,2323,0.0899698665518726,0.363753766681016,0,0.0107619457597934,0.680585449849333,0,7,0,0.000430477830391735,0.318984072320275,741,0.00301334481274214,180,25,0,32,845,2323,"HCEC-12-01605",-90.1205819664049,29.9576576606809,"A","17-8","JN",2013-07-29,"8201-8203 Nelson St","D",4,0,1,1,NA,NA,"Very Strong",1,"Very Poor",4,"Poor",3,"Poor",3,"Poor",3,0,0,"demolish",0,"",70118,41027867,3664863.624,532126.3785,"0","0",NA
"14000US22071001702",0.237609329446064,112,0.0207725947521866,0,0,341,"Census Tract 17.02, Orleans, LA",0,0,0.104591836734694,0.113338192419825,0,0.0408163265306122,2125,0.0408163265306122,287,112,0,0.0196793002915452,1,652,2744,0.124271137026239,0.332361516034985,57,0.010932944606414,0.774416909620991,0,24,0,0,0.16399416909621,450,0.0087463556851312,311,30,0,54,912,2744,"13-02045-PNBL",-90.0402165886895,30.0105860915246,"D","9-30A","DG",2013-07-29,"4933 Feliciana Dr","E",5,0,0,0,NA,NA,"Very Strong",1,NA,NA,"Poor",3,"Poor",3,"Poor",3,0,0,"demolish",0,"",70126,41087232,3690093.901,551651.393,"0","1",NA
"14000US22071002200",0.202597402597403,0,0,0,0,56,"Census Tract 22, Orleans, LA",0,0,0.0701298701298701,0.12987012987013,0,0,747,0,54,0,0,0.0025974025974026,1,156,770,0.0727272727272727,0.809090909090909,0,0,0.97012987012987,0,2,0,0,0.0298701298701299,23,0.0025974025974026,100,0,0,2,623,770,"CEHB-11-6624",-90.050786518344,29.97829199848,"D","8-12","Demo",2013-07-29,"2473 N Johnson St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70117,41066451,3686880.192,539870.4269,"0","0",NA
"14000US22071014000",0.0411149825783972,8,0,0,0,23,"Census Tract 140, Orleans, LA",0.00278745644599303,0,0.0160278745644599,0.0250871080139373,0,0.00557491289198606,1342,0.00557491289198606,23,8,0,0,1,59,1435,0.0160278745644599,0.189547038327526,0,0,0.935191637630662,0,0,4,0,0.0564459930313589,81,0,36,0,0,0,272,1435,"CEHB-12-0352",-90.0851968602724,29.9448969717085,"B","2-4","DG",2013-07-29,"2609 Martin Luther King Jr Blvd","F",6,0,1,1,NA,NA,"Very Weak",4,NA,NA,"Fair",2,"Fair",2,"Fair",2,1,1,"demolish",0,"",70113,41032248,3676118.793,527606.4356,"0","0",NA
"14000US22071010100",0.227214921576939,6,0.0152607036880034,0,0,352,"Census Tract 101, Orleans, LA",0.000423908435777872,0,0.122933446375583,0.0779991521831284,21,0.00254345061466723,828,0.00254345061466723,290,6,0,0.0173802458668928,1,536,2359,0.149215769393811,0.386604493429419,36,0.0139889783806698,0.350996184824078,0.00890207715133531,8,1,0,0.630775752437474,1488,0.00339126748622298,184,33,0,41,912,2359,"13-01007-PNBL",-90.0999904778397,29.9344290009148,"B","12-14","JN",2013-07-30,"4124 La Salle St","B",2,0,1,1,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70115,41052363,3671474.801,523749.1624,"0","0",NA
"14000US22071002504",0.246535069298614,64,0,0,10,333,"Census Tract 25.04, Orleans, LA",0.00629987400251995,0,0.119697606047879,0.106677866442671,4,0.0268794624107518,1810,0.0302393952120958,285,72,8,0.0184796304073919,1,587,2381,0.139857202855943,0.359092818143637,0,0.0151196976060479,0.760184796304074,0.00167996640067199,8,15,0.00419991600167997,0.19907601847963,474,0.00335993280134397,254,36,0.00335993280134397,44,855,2381,"13-03699-PNBL",-90.0472621191717,30.0050026951264,"D","8-21","JN",2013-07-30,"4489 Baccich St","C",3,0,1,1,NA,NA,"Very Strong",1,"Poor",3,"Poor",3,"Poor",3,"Poor",3,0,0,"demolish",0,"",70122,41111391,3687886.932,549595.9578,"0","0",NA
"14000US22071001750",0.170912608835859,16,0.667849080941632,0,59,108,"Census Tract 17.50, Orleans, LA",0.0415994840374073,0,0.0296678490809416,0.136085133827797,0,0.00515962592712028,468,0.017736214124476,92,55,39,0.00515962592712028,1,530,3101,0.0348274750080619,0.17284746855853,2071,0.00386971944534021,0.150919058368268,0,4,129,0.019026120606256,0.102870041921961,319,0.00128990648178007,422,12,0.0125765881973557,16,536,3101,"CEHB-11-7996",-89.9239497245839,30.0380116795466,"E","9-41D","Demo",2013-07-30,"4886 Brittany Ct","E",5,0,0,0,NA,NA,"Moderately Strong",2,"Fair",2,"Fair",2,"Fair",2,"Fair",2,NA,NA,"demolish",0,"",70129,41117138,3726766.938,562058.2254,"0","0",NA
"14000US22071003308",0.213519952352591,126,0.00357355568790947,0,198,355,"Census Tract 33.08, Orleans, LA",0,0,0.101548540798094,0.107802263251936,0,0.0375223347230494,2784,0.0443716497915426,341,149,23,0.00416914830256105,1,717,3358,0.105717689100655,0.199225729600953,12,0.00119118522930316,0.829064919594997,0,10,0,0.0589636688505063,0.0640262060750447,215,0.00297796307325789,362,4,0.00684931506849315,14,669,3358,"13-05949-PNBL",-90.0619795765804,29.9928310766137,"D","7-23","DG",2013-10-03,"2053 Pleasure St","D",4,0,0,0,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"vacant lot",70122,41078877,3683278.02,545117.9016,"0","0",1
"14000US22071001900",0.17737003058104,6,0,0,32,124,"Census Tract 19, Orleans, LA",0,0,0.0948012232415902,0.0825688073394495,0,0.00458715596330275,922,0.00458715596330275,124,6,0,0,1,232,1308,0.0948012232415902,0.489296636085627,0,0,0.704892966360856,0,0,0,0.0244648318042813,0.26605504587156,348,0,108,0,0,0,640,1308,"12-11317-PNBL",-90.0512635598222,29.9696715091265,"C","8-4","JN",2013-07-30,"1124 Music St","F",6,0,1,1,NA,NA,"Moderately Weak",3,NA,NA,"Very Poor",4,NA,NA,"Poor",3,0,0,"demolish",0,"",70117,41059946,3686764.244,536734.006,"0","0",NA
"14000US22071006500",0.160762942779292,109,0.0124562086414947,53,116,255,"Census Tract 65, Orleans, LA",0.00661736084079408,0.0206305955624757,0.0926430517711172,0.0615025301673803,0,0.0424289606850915,844,0.0424289606850915,238,109,0,0.00661736084079408,1,413,2569,0.0992604126119113,0.32191514207863,32,0.0035033086804204,0.328532502919424,0,8,17,0.0451537563254185,0.544180615025302,1398,0.00311405216037369,158,9,0,17,827,2569,"13-04469-PNBL",-90.1074873606684,29.9768172722316,"A","3-20","JN",2013-09-19,"227 S Olympia St","D",4,0,1,1,NA,NA,"Moderately Strong",2,"Poor",3,"Poor",3,"Poor",3,"Poor",3,0,0,"sell",1,"",70119,41032706,3668935.473,539137.6791,"0","0",NA
"14000US22071004900",0.101785714285714,0,0,0,55,105,"Census Tract 49, Orleans, LA",0.0279761904761905,0,0.0505952380952381,0.0392857142857143,0,0,1211,0,85,0,0,0.0119047619047619,1,171,1680,0.0625,0.329166666666667,0,0.00297619047619048,0.720833333333333,0,15,47,0.0327380952380952,0.218452380952381,367,0.00892857142857143,66,5,0,20,553,1680,"13-04532-PNBL",-90.081484213362,29.9652958288668,"B","4-4","JN",2013-07-30,"2320 Conti St/2316 Conti St","D",4,0,1,1,NA,NA,"Very Strong",1,"Good",1,"Good",1,"Good",1,"Good",1,1,1,"sell",1,"",70119,41017505,3677213.503,535037.0475,"0","0",NA
"14000US22071004900",0.101785714285714,0,0,0,55,105,"Census Tract 49, Orleans, LA",0.0279761904761905,0,0.0505952380952381,0.0392857142857143,0,0,1211,0,85,0,0,0.0119047619047619,1,171,1680,0.0625,0.329166666666667,0,0.00297619047619048,0.720833333333333,0,15,47,0.0327380952380952,0.218452380952381,367,0.00892857142857143,66,5,0,20,553,1680,"13-04411-PNBL",-90.0811199380202,29.9658310639625,"B","4-4","Demo",2013-09-12,"2327 Conti St","D",4,0,1,1,NA,NA,"Moderately Strong",2,"Fair",2,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"vacant lot",70119,41018181,3677326.714,535232.9395,"0","0",NA
"14000US22071004900",0.101785714285714,0,0,0,55,105,"Census Tract 49, Orleans, LA",0.0279761904761905,0,0.0505952380952381,0.0392857142857143,0,0,1211,0,85,0,0,0.0119047619047619,1,171,1680,0.0625,0.329166666666667,0,0.00297619047619048,0.720833333333333,0,15,47,0.0327380952380952,0.218452380952381,367,0.00892857142857143,66,5,0,20,553,1680,"13-05723-PNBL",-90.0825963021492,29.9647067878339,"B","4-4","AW",2013-10-03,"2336-2338-2338 1/2 Bienville St","D",4,0,1,1,1,1,"Very Strong",1,"Fair",2,"Fair",2,"Fair",2,"Fair",2,0,0,"sell",1,"VACANT PROPERTY",70119,41017316,3676863.728,534819.0047,"1","0",0
